Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Guinea-Bissau,GNB,..,..,..,..,..,..,..,..,..,..,..,-5.63890851629151,4.46474040280623,-0.692296681157117,2.71920922649369,5.97427817137992,3.15760155861868,-8.72845100531904,11.2083275442586,0.196919268543567,-17.5169330122813,15.842061661824,2.05537560922393,-5.45178854122413,6.75005169522112,1.89971053338563,-2.96048003210856,0.641491910842774,2.29572133395801,3.75465722856174,3.74827845079355,2.76651150034159,-1.14373203699149,-0.159256656466937,0.930264903634352,2.12205708916284,9.18410778041547,4.21082673973669,-29.63469990714,-1.11645405999225,3.20473004471795,0.0448841539667342,-3.05736719168019,-1.537183991031,0.6011256701197,2.05806465005838,0.131650696508444,0.992447946537013,0.960674509897757,1.01504825560212,2.04430437410643,6.76568839248451,-4.1525647234791,-1.61930623004326,0.0708240494444965,2.30732893852101,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Kenya,KEN,..,-10.5982959323673,6.0637640878395,5.36602830586406,1.63608978234618,-1.25942046278668,11.0165721001,-0.0179902264952858,4.40705920026936,4.32869801853417,-7.91550754875634,17.9292336711556,12.9576531776572,2.1217282360451,0.321425653323047,-2.77416152839707,-1.56648016654553,5.45142076721636,2.9823090622648,3.63110111503697,1.65534854022604,-0.11477527648195,-2.30062352431509,-2.4761717423245,-2.01183090801293,0.490949540921079,3.32527578492139,2.1956941956222,2.52392482542101,1.13774023523665,0.734758207456593,-1.85944664450544,-3.95296358809043,-2.73604963704248,-0.38876654623779,1.48855987185537,1.39466278075275,-2.05495254552191,0.766465285284085,-0.181665042145497,-1.87622557562688,1.18254915471891,-2.0018751288578,0.296817038480995,2.39903480145851,3.17554810317951,3.72316882583719,4.0840530960914,-2.37256807907569,0.609052082357422,5.55750545440054,3.3149954866329,1.79496416779644,2.91190312037388,2.58325552018832,2.92661103457871,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Lesotho,LSO,..,0.119608465469526,13.2842677464921,8.59175960103124,6.22544279681088,0.208116055826764,-2.33988557517817,8.71477612520391,-2.36778280475519,-0.504787571441881,0.105102038542483,2.99014143055115,-2.22198687715317,23.7856838885922,8.5626166564951,-15.5160025230005,8.32610551359888,18.6993074453644,15.2355975559213,0.224540791669355,-5.2134979829537,-1.80572624389697,0.0676023621708879,-0.0754697425522721,2.65530472722739,0.489385709313069,3.58129331700943,-1.65246826023403,6.84628624979754,3.77308626743873,3.81914227981004,1.96651916180113,5.1585771074576,1.31097892436087,3.41231323959337,0.32810788737585,3.71299854991764,2.78599029146437,0.630443975206887,-0.580304541234284,4.20042178075686,3.37910239886139,-0.214036871344803,3.95839608140301,1.58217103555532,1.96844501339517,3.52791147365137,3.91349774010652,4.84683688690943,2.41185869436453,6.80862989005541,2.90393128848379,3.74936380910569,3.17072688429212,2.3548446901509,..,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Liberia,LBR,..,0.240502042942808,-0.852511333185987,0.0247589200522498,2.78914453992078,2.37886763178527,5.15667484790401,4.16342581323359,2.17934526751058,4.58498079152146,3.92675765428496,2.17115625562876,1.3834108010158,-4.89355129161851,1.86051068298892,-6.19930435141933,2.33491739578207,-1.25743554597307,1.81161099625137,0.119831975559535,-7.21814723712295,-5.59205297100073,-6.00391594003416,-5.21105051240018,-4.6548911103863,-2.35978985999967,-2.09850524143502,-0.520944160646735,-0.878456544985781,-25.5220572857692,-50.2358326021843,-12.6967128872359,-33.8893237926505,-32.229663644171,-22.2582835722515,-7.06344742323691,6.10754278315626,91.6728904217629,20.3947445933663,13.5859957264029,21.9354357796841,-0.746760495780606,1.33305200405506,-31.3425297189907,0.673624200256,2.54050480208272,4.37178004301964,5.25799873313136,2.75797166304903,1.20227944114907,2.44106893701495,4.97530150495955,5.14440528983356,6.08261734112827,-1.65486737281022,-2.08279373329322,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Madagascar,MDG,..,-0.378714604137002,-0.194686359432865,-3.34755720118936,1.39722095764643,-2.93383027003766,-0.502401974258888,2.84858594801196,4.07894117303509,1.00278453530672,2.46141580044099,1.09988166099384,-3.99955950518121,-5.34163529723661,-0.874154496441776,-1.62152620057893,-5.85122053546124,-0.592204545441291,-5.4553593097924,6.76796212372979,-1.94366942511196,-12.080868279444,-4.33609148339251,-1.67473897066108,-0.933634424654954,-1.54777467363213,-0.854552754833477,-1.68694200608837,0.416020044422922,1.03431839814603,0.0909678526232085,-9.08510530350722,-1.83057960536638,-0.971578160700219,-3.10545774531961,-1.4086842420289,-1.01592048388267,0.461723777231143,0.692807233273413,1.41862820556375,1.55305786222395,2.81193416103153,-15.2840838879994,6.54298864308393,2.18704442860364,1.58882861382092,2.03397952811657,3.25205896145549,4.14065304141329,-6.67818854513817,-2.51381089751406,-1.35042083888544,0.186072635363061,-0.550583117267763,0.294860549186666,0.195499062769102,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Malawi,MWI,..,5.2707326199652,-1.57704251083905,-3.62396934758468,0.296239300368839,10.9499484187815,10.5404058476016,4.66670226699148,-4.36118823705073,3.195620286945,-2.12412330587877,13.1475301745586,3.37036814452054,-0.5101155235063,4.16825860057754,3.04665818303764,1.8790237383391,1.69376836710371,6.35507088132725,1.26653903503124,-2.4700633156728,-7.74670935900811,0.0335483951393343,0.979406900248406,1.79749649020131,0.0270370193716758,-5.6055166832361,-4.53291026274736,-2.95591648682625,-3.70569623530037,1.9189810584348,6.52033904132141,-8.08633113276223,9.52537342061139,-10.4983876315279,15.5737470012081,5.34387249599402,1.22650467316545,0.913863097423786,0.0219037919239895,-1.24333773435382,-7.44401537255936,-0.861381867407204,3.06751765105425,2.72592186564273,0.512580829479376,1.78923817280206,6.46592377409445,4.49450743261876,5.11974643988526,3.68467975188646,1.70716220432882,-1.18771119136861,2.01809838750981,2.501969767159,-0.159562393327377,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Mali,MLI,..,..,..,..,..,..,..,..,2.36943715444565,-1.14687925839398,4.57351118648349,0.948653728850161,4.07186844917329,-3.16783191596014,-3.26309427293359,9.6632561282445,11.6505867431493,4.51513751397825,-3.17969046182304,8.4081269145418,-6.12521104341862,-0.508384221844196,-9.29429451060768,-0.281159128282653,-2.23343044725081,18.1463569799275,1.07301681357947,-1.57139908298217,5.85812296274572,2.51582735972123,-4.33403958526686,9.29055600421773,-5.59771925111806,0.457035300921078,0.991129956637195,-1.76969387599766,4.24016941475433,2.07679851668834,4.72066604429982,2.82896873981753,-2.86881230232312,11.3434910096451,4.73598774673853,9.53394734334213,-9.05651114987329,6.88538200984196,8.89090509074339,4.76639024490761,5.97085842522604,8.16348287904036,7.41361294310832,4.49909658711852,7.949224435736,3.92013571492555,4.67275473399773,4.47027651681657,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Mauritania,MRT,..,12.2528576712785,-2.14826542087387,-4.79457137762768,24.0165534268772,12.7886544789961,-2.66371857417221,0.574636875446274,7.01325379679191,-1.67370930782354,8.75786583407643,-1.087449568038,-3.58292692583694,-7.31874705260822,8.95472501589786,-7.84264427169823,5.45450449076958,-4.66555973836019,-3.32357661233519,1.82750078332478,0.455279387329995,0.534045179753818,-5.08909575187505,0.832008884608342,-5.90492642028472,0.184235938008115,2.87018186417802,-0.812653294525148,-0.980694126204568,1.97676854568662,-4.43105373524992,-1.00597308414463,-0.956501610606836,2.89526347800353,-5.82101087342065,6.65685943746143,2.7455283742182,-6.85063363549855,-0.25308671780283,4.50262354926949,-3.42749611932477,-1.09472685298449,-2.41182170692747,2.77135134329478,2.63539684090472,5.88751071638262,15.6542278302042,0.144956387708234,-1.47376917323147,-3.51113605935723,2.16345687659161,2.09384246589642,3.16646583693094,3.47087840570717,1.66142592146672,..,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Mauritius,MUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.82783144042176,2.48272818740998,1.7304916669509,-11.5649251322657,4.32477986309809,4.21530028822868,-0.535170121849575,3.6092223904233,6.0838762937974,8.9062369026893,8.07946640858836,6.05871916413973,3.66809083468202,6.42594403741219,3.31416636667667,5.12044443538804,3.84362798123993,2.68832856402213,3.39477645092869,4.51343252882394,4.37241716602901,4.96122108788151,1.31459778032949,7.96048243802751,1.76638305771219,1.40685677592391,2.90943900922535,5.0847065434302,0.64370879974544,3.4639663679624,5.4092364252589,5.13021833030992,2.77571159543535,3.85285560584133,3.7236465286757,2.93608710993898,2.96200099612665,3.4365720334673,3.36303269473423,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Mozambique,MOZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.49163922575495,-9.00843378291533,-17.3837425718006,-7.95261550276199,-0.0378850803454753,-2.68832976020124,14.8113184159306,8.35029625204309,6.0341881546186,-0.435325014778954,2.24014400046664,-8.46146132689985,4.55738556173661,2.10139021568689,-1.29652041721795,22.9985892173173,7.80626298407373,8.98833179245536,5.05255143442498,-1.05193896888549,9.55497163770143,5.6657648606578,3.40217775293914,4.68733351971626,5.61488960355796,6.76247142363238,4.43875605691575,3.92376514852708,3.41495468637123,3.73275521872027,4.1397645873684,4.21544513500996,4.16936077606121,4.47714249805496,3.37385447127943,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Namibia,NAM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-1.14520570658495,-2.50104893831309,-4.09076668690776,-2.95550804475893,-2.8000277173917,0.78797445756318,-0.798411011723971,-3.57023321871173,-2.41065611393911,-1.88362313734982,4.4248425055805,3.82308979713821,-4.46945841820344,-1.2062858586941,0.859952919585581,0.097125702694882,1.0931955204214,0.334062661303577,0.731228174137243,1.27653410914309,-0.553861036576691,3.35718671287559,3.04072649268652,11.0242792910439,1.30110222169257,5.67141793211212,5.11961533400311,1.07156788753682,-1.41203954894804,4.04351152037405,2.90906698118081,2.7011754400867,3.18059042661471,3.84037346131724,3.25847866737747,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Niger,NER,..,1.60107355037604,7.1212508816953,6.27979844854568,-2.72314996917622,3.92699731499529,-3.11563478733045,-2.58367586958565,-2.30799648410682,-8.02215300416093,0.271223968617008,2.80445203423454,-7.75871723534529,-19.3291855855236,5.76174867229264,-5.50551318575732,-2.15697671540215,4.70775185861775,10.2562938740802,4.14189758498975,-4.9306949666659,-2.12557055425459,-1.11263504990657,-7.30586016446829,-19.0652191486381,4.79151752564309,3.43310014964091,-2.71742498489806,3.85104608770972,-2.03235407261208,-4.28692955843606,-0.720057988774101,-9.54491878648473,-1.92159944329168,0.476932527050096,-0.932367611003968,-0.203319541118191,-0.895198816918324,6.46694526755864,-4.14098173978125,-4.95003773468942,3.26089419726614,-0.699867822985595,1.51111741334068,-3.51461875300903,0.707404194548204,1.94391558023533,-0.631360999691253,5.53765718532127,-4.43187069427466,4.24654997667371,-1.63999736404712,7.44341064586021,1.12228512446224,2.8220436487221,-0.483862892417321,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Nigeria,NGA,..,-1.83300828015766,1.95167233498017,6.29868598971606,2.72776060883295,2.65370669550163,-6.29807520123452,-17.5617936131859,-3.40591429213556,21.4384367536084,22.1730291141196,11.6091653930483,0.947332329186196,2.84710520134735,8.33647168823283,-7.77512391166395,5.9401292680968,2.88161157201519,-8.59317362201733,3.61864947097801,1.26541536414233,-15.4582597702416,-3.59939588585831,-7.43166418093591,-4.47282465127554,5.57755579712789,-11.1026268052999,-13.0682576051614,4.74572686432606,3.71793321545691,9.89124522464766,-3.11857035422463,-2.06934061876918,-0.436155105273542,-1.57878960646232,-2.76402753018326,2.40596926783334,0.267352000909526,0.179287308145319,-2.0123663010331,2.703505414196,1.81086500724648,1.18987866570825,7.57813035536171,30.3422381135525,0.793569460166779,5.41224858916777,4.04467040287373,3.48320492494148,4.1154858601363,4.98682871811116,2.10402541360308,1.50883321726727,2.60361325355656,3.51865424571179,-0.00992406269723745,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Rwanda,RWA,..,-6.29926329948871,9.34459735881123,-11.3424980412412,-14.0915664585768,4.65222855573701,4.23170873985808,3.81217127111088,3.70843049193539,7.55172894274583,2.78415412543805,-1.77065695340669,-2.64039527759284,0.446924811776327,-1.57716789064939,-5.08532901895246,15.7717123802722,-1.26118274678707,5.5997395478857,8.17171046205738,5.30296956341448,2.00118974113997,-1.39063602179893,2.56273311250446,-7.63455221350222,0.300165109116165,0.657591336119339,-4.94389760068539,-0.0334371191989646,-2.67432475517266,-2.67681776355681,0.0821560134576629,11.5263107560884,-2.09137834239027,-47.7225370183242,37.1275852959744,9.3263014343804,6.70268653788395,0.500589033270685,-0.0486777044725528,2.42154939846739,4.66045628039331,10.7200865730823,-0.270651413228791,5.22042524020938,4.78433125655606,6.59864170179792,4.77480960179773,8.09298139645441,3.36042097068707,4.50753181743657,5.16739318696938,6.16431094458068,2.22055421227678,4.52345243446143,4.43528034430084,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Sao Tome and Principe,STP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.09743372279235,0.171715949011684,4.19088490071428,1.49182044812608,4.7063876089136,6.71987435315747,1.00873695406153,5.85110428671936,1.77557009381326,2.22755493660614,2.56810230491864,2.3401303517236,1.95709816599785,2.2604972285877,..,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Senegal,SEN,..,0.218051995143014,-2.83968681932461,-0.910534602250422,1.02850471507364,-1.48257503931136,0.000582494314940618,-3.99476991602077,3.27415917639682,-9.25105883149722,5.37060367088837,-3.1428962458574,3.13757068898444,-8.44174244662587,1.15551020516109,4.55419494493943,6.07709971387358,-5.10557680829876,-6.29871808668686,4.34150679536872,-5.81705394121754,2.22613377089725,4.82622999237338,-8.05011552555666,0.698603959354102,0.205127802978566,0.00415110701028709,2.86546872194361,-3.63247670903344,0.797483359304877,-3.70027089792823,-0.558846511369239,-1.81306602221545,-1.6937889433369,-2.86031831010617,2.51358059680425,-0.597586720222381,0.605957728862805,3.37455858706473,3.80837219399714,0.644409574672494,1.91938465620494,-1.97436162122347,3.8459271638522,3.03555958028036,2.79221191923462,-0.276736965440222,2.12653734031483,0.863842711562484,-0.441705952822474,1.16282454602367,-1.28792076524441,1.20533513188856,0.276588150460924,1.10110550879112,3.27066539661971,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Seychelles,SYC,..,-7.5191989616706,5.57049276060928,7.37099843911848,3.29881865857679,-3.51426893340972,11.0923039403419,-1.93583965289481,4.98082575136434,-2.35080683662753,6.36334823645916,13.2425490981779,3.97046563704264,6.73923116602353,-0.745177696110261,1.2142645122053,14.1629514416784,-7.76734683821455,19.2872853081532,14.1792577486735,-5.44690288058804,-9.24114849610872,-2.0977781649983,-2.57860339595693,3.6753807072033,10.3046601696762,-0.878300530305637,3.67856961880304,4.63743879555247,10.3334376387761,6.06009792788649,1.66390823198581,5.81254558474893,4.6572503806559,-2.4277856950023,-2.64176686053614,3.38942027073632,10.655417473521,6.30396431751264,-0.10943624687863,0.612194895809722,-2.35661321154979,-1.80783363732459,-4.86416152240878,-2.49718258140089,8.47979876759257,7.20765958880743,9.85915462193252,-4.31087818165327,-1.49267741777315,3.03727652439191,10.7608683503237,5.56953125489169,4.1659336787811,1.62141087584966,1.82669738840563,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Sierra Leone,SLE,..,0.497695932846497,3.16805002162673,0.341756563837677,5.24178014658092,5.71114844879152,0.289922227335765,-1.37550962899098,0.531433212399108,6.85936541846324,6.8497485485973,1.67661264776326,-0.936760116583741,0.310979351746838,1.45958311739417,-0.393527084094544,-2.52535221856522,-2.09455215487075,0.171716402426171,2.20231149162804,2.50857987583244,0.632908241333581,2.54017354150963,-4.24645308368135,1.63154767415298,-7.76111210076441,-1.68714904238679,3.94488122216947,-9.75486935331863,-1.53313294839927,1.95672654081147,1.97089345219126,-18.6683439735415,2.29332425507998,-1.04953749156496,-7.50228451774255,1.88002306320527,-6.13223326417038,0.86641074385318,-3.72495686591819,3.71348744052386,-10.6496568475382,20.5019984499816,4.07419737411512,1.55019871343447,0.201295153339416,2.06527850788281,5.09396295540571,2.90433013052673,2.3265106676526,3.01722649222647,3.87658606435333,12.4903616911759,17.8412580558049,2.3258753470633,-22.0001160464173,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Somalia,SOM,..,-5.26580071237457,4.83224777505673,0.624217016666705,-8.13757253350002,-8.0084690035179,6.50720756637335,3.21626536593178,-0.554305134533152,-3.8570656310643,2.7600009627247,1.68027947975122,9.69937469283362,-2.9586636710072,-20.9136704735972,22.1511096620987,-9.81631570505839,10.4813975442308,-6.76283420375917,-10.6471303744689,-9.12072668045028,2.92429163791826,3.74359306808516,-7.69593571941869,5.01883392777378,8.95135064653165,3.1098148806151,4.13504523767168,-1.80766837651031,-1.25785654969096,-2.04757683186567,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,South Africa,ZAF,..,0.640582991994549,3.24678159189182,4.67055510434741,5.41028020017482,6.47208360469837,2.18879713842439,4.92563901918643,1.95513534605014,2.49301872890845,2.98757011818529,1.90126094191363,-0.648101471026138,2.23076316655009,3.76893936943954,-0.517855155455052,0.0644397289713936,-2.17494549676388,0.86573442444724,1.53498203893467,4.16460836705043,2.83005691509896,-2.84931634417406,-4.33031899953683,2.40709298073224,-3.74370049836067,-2.51497153478681,-0.415977097928305,1.74269975527753,0.13249787557595,-2.32686412358983,-3.03773450757637,-4.15782442508363,-0.88177650255767,1.01802941604649,0.894690477499282,2.00477011738738,0.279016387825507,-1.83531146532198,-0.0424234098213248,1.65061674700526,0.619602815677212,2.47198558089075,1.63871933806293,3.19368639826311,3.87627048780107,4.14934333217019,3.89682324251504,1.72691336895643,-2.96458936949625,1.51580392360874,1.65448806110602,0.64537644589106,0.606241413968746,-0.0788828633512395,-0.372183746483046,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.516321569027795,0.948067072533092,-8.75631407967977,-48.3924116302718,8.45604456048461,-0.595765402990182,-9.60275355467878,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Sudan,SDN,..,-2.56625715457368,4.10270753117079,-5.44374257352813,-3.80357670242549,3.83733218663509,-6.26855966235831,-1.44874588946212,-0.961279280792269,-1.55076233159954,2.82189549677214,-0.772993091240835,-7.90053491791201,-2.40829438335138,8.01380105245531,12.0748442584341,12.9343591166575,2.78608115145913,-9.00888593948177,-8.15751828280828,-1.85414597260541,3.8223725753999,2.37602438907712,-1.32588822835325,-8.01764060946584,-9.06220990691205,2.52076632455476,11.2826319153596,-2.8373297121905,6.09844875322511,-8.09293301888174,4.31668058193063,3.2584433733994,1.24607943036648,-2.16258240841286,2.78284748484407,2.82904531580752,7.43386376836246,1.40906713621827,0.250941678842281,3.38713147725483,3.52236006776656,3.44798696949537,4.71279328151799,0.962532107372567,4.46207072811961,6.95670330205157,8.37291369294609,4.77789007741288,0.387930106441914,0.666118061643857,7.32591981016823,9.35188353767403,1.14717309162533,0.911782840109751,1.16538286104471,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Swaziland,SWZ,..,..,..,..,..,..,..,..,..,..,..,10.5516422835546,2.38434899265225,5.81098877823419,2.59392471512831,10.4931738399286,-5.0863379134083,-2.08807073862171,-1.78377682299492,-0.0241264772313627,9.08735757195795,11.33106609013,-1.67888512689417,-1.74275240459568,2.76631096152337,0.0792382661854134,7.78819962339578,9.73405075953741,2.05714486354682,8.51849863892072,16.9583404342133,-1.05187504008715,0.872899158594095,1.07154057522547,0.448705290421046,2.73605403481996,1.61882429254166,0.823761995478762,0.416297384309374,1.0397808245977,0.27124581777376,0.117841556441107,1.07843539774255,1.6993613120452,2.26505396541788,1.54809556060378,2.04966923525747,1.98518904547005,0.696766485002016,-0.456152745284001,0.00887343153748077,-0.286597663788584,1.41845599164006,1.38948227040179,0.959281879292291,0.246789050347473,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Tanzania,TZA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.622184699162958,3.70942453833587,-1.21667200811008,-2.72358259823716,-2.09471135354202,-1.60084161317806,0.552809979619596,1.72574005114954,0.90611838022096,1.18007363130488,2.28018167604969,2.29723955294938,3.24854064783582,4.31207899315584,3.9611890740467,4.79492242095748,5.04910732576649,1.5587774439708,5.17549642334963,2.31283768205974,2.10542770690164,3.04085772803644,4.53372177862687,1.85528328011959,3.91964912429204,3.64923360487626,3.6769677361179,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Togo,TGO,..,10.9746209803653,2.79367150071532,3.77677207629274,12.201929035575,12.3134505363656,5.37552573011428,0.871067939546094,0.147798714309872,5.97653154937663,-1.3823894106874,-3.20909784271211,4.66040487103601,1.3233072349334,2.46281176620673,0.153139912110547,-4.19815984681171,4.66117094163766,8.54986586440589,-7.54952467806949,11.2926001327481,-6.45196520914108,-6.99164169688899,-8.89037455702288,1.72448960593508,1.90052736945334,-1.74951698576193,-2.64515607975116,3.45366522858677,1.09947427235242,-2.94723407264878,-3.25258506486395,-6.33029890320429,-17.114564858479,12.2515920094567,5.23804546767373,6.14425683772058,11.4960554297253,-4.80026994515278,-0.169816421039286,-3.36976239797194,-4.21056941937894,-3.54620921663042,2.15679691845101,-0.614354738307824,-1.53432474700168,1.25775026725201,-0.457458079869184,-0.519301635223741,0.733983930644612,1.21160186404568,2.08319141133376,2.03259561616586,1.21974445718192,3.16153112459132,2.74018996026872,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Uganda,UGA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.59182405439194,-3.41096476913087,-6.39846203887511,-2.9442625008646,0.415144962103668,4.53425025525569,2.72535811580109,2.90888171683972,2.09467807490162,0.0877521524285498,4.90250981372469,3.1047103832426,8.12667180580917,5.81417017012188,2.00690200575811,1.81817299364768,4.81817556922732,-0.0328829000327175,1.85241284641523,5.21146945618985,2.9727182407244,3.27394633089556,2.8149777740925,7.1231885249414,4.83012261132367,5.12489304605855,3.73021328324161,1.73664696575958,6.11696368685885,1.04810231765438,-0.0407563028823432,1.45971704751788,1.68059439592778,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Zambia,ZMB,..,-1.64645222241636,-5.43404995583226,0.114190442344267,8.75347603453145,13.0290678284785,-8.51059056929577,4.54012094193585,-1.95858927499818,-3.64831248548315,1.34427851003387,-3.44550940341047,5.47924637731347,-4.37797620747681,2.74514738410052,-5.64678183687762,2.56636861252805,-7.83225752063436,-2.8777890197558,-6.32940311849077,-0.473099247417323,2.56036319582287,-6.09427508225529,-5.23530531783825,-3.5940707903018,-1.62234272713586,-2.40809599115633,-0.441667074116353,3.14869928106604,-3.83444436084785,-3.1955706758263,-2.64527347056496,-4.20118377271764,4.16107303349101,-10.8967582934119,0.281194401349197,3.43721309111216,1.03468727481581,-3.07275868475995,1.85968995204011,1.18917789459847,2.64043756921291,1.89110740837523,4.26781293111469,4.29736120549316,4.40453289724614,4.95877070365083,5.3144505977599,4.6847740977778,6.04048713256927,7.0521314348311,2.47817991037944,4.34933341382349,1.96322907776735,1.84998244873462,0.0990080959833932,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Zimbabwe,ZWE,..,2.90867637784417,-1.84747668738599,2.7922790144016,-4.31262478972148,1.52821905148836,-1.72564924744438,4.91542306003051,-1.28306370630699,8.80718799465004,18.5633057724677,5.29671642547245,4.67615767620337,-0.865080072892638,3.06114986180049,-5.14847806829185,-2.74539264760789,-9.78736890855343,-5.80176013838283,-0.143863683111732,10.3719111741546,8.32157325246767,-1.3328520092289,-2.39442813564756,-5.71180031443576,2.91073880288262,-1.63329145966068,-2.42173281278028,3.94302585204005,1.91320528239538,3.92928696427364,2.80338821221989,-11.1348596827963,-1.07428702536984,7.13845109186255,-1.61080628851838,8.55324995779219,1.12934969187776,1.48092157522453,-1.99829862320428,-4.03605977888837,0.602544296144416,-9.52173670745854,-17.5326503379447,-6.49317313766731,-6.55772514849929,-4.5169226554587,-4.88398647149923,-18.8748249395182,4.24230236384516,9.3602365267553,9.69412169130624,8.21285841805899,2.15141691532511,1.4794764242065,-1.23851337570964,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Angola,AGO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,685.925974354129,666.86871899694,649.881309005116,633.907333685506,926.600626625954,901.107601833462,1265.62730944985,872.767663999739,825.698135137779,823.885543708241,380.87192310954,560.675516594828,554.252232901028,454.296549518868,421.376777333568,606.272292244341,574.19416113737,775.765518459716,850.075694129697,1135.60456355085,1576.16280066689,2253.83885003865,3151.02243105289,4242.36306234092,3678.94765447179,3886.47935432524,4744.98762949589,5086.8484258086,5327.14889219232,5232.69050054132,4102.11858969272,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Benin,BEN,93.0225849709273,95.566922035029,94.4518743532596,99.8404447597459,104.32375892899,110.13261110968,112.973547110195,112.02764029513,117.022462771931,116.188506390207,114.7366635596,112.745518139182,135.00867181192,162.174943125232,174.170725549706,207.440589741964,208.760440107976,218.529290643871,263.631078080509,327.823149909895,377.956636047054,337.794506776359,322.478807312067,270.767092546785,252.435659760054,243.911509468886,302.66557034205,343.679165298487,345.80926495261,310.632725810469,391.893446781021,383.295374340396,315.218309104727,407.450158546797,276.159118910111,362.470968260096,382.285463258335,356.578243609488,375.024090350248,399.049255834198,369.700868089261,373.553613621788,411.959075281789,509.461088697817,570.685501333771,587.080212422838,609.018608681583,685.551675107742,794.870176064085,768.013476447657,732.953622726674,799.03555913143,807.688451017232,882.638633279988,903.464924007693,779.067867757338,..
